"","Reef_2","Site","Transect","Depth_m","Habitat","Aspect_descriptive","Benthic_Complexity","cropper","browser","detritivore","excavator","scraper"
"593","Heralds Surprise","HSUP-01","T7",13.7,"outer_slope","steep_slope",2,14,5,9,5,4
"594","Heralds Surprise","HSUP-01","T8",9.6,"outer_slope","steep_slope",2,1,1,6,2,20
"595","Kenn","KENN-02","T4",20,"lagoon","gentle_slope",0,0,3,0,0,0
"596","Marion","MARI-02","T13",48,"lagoon","flat",2,4,0,1,0,0
"597","Marion","MARI-02","T14",45,"lagoon","flat",2,0,1,3,1,0
"598","Marion","MARI-02","T15",44,"lagoon","flat",2,4,1,0,0,0
"599","Marion","MARI-02","T16",46,"lagoon","flat",2,4,0,2,0,5
"600","Marion","MARI-02","T17",54,"lagoon","flat",1,5,0,0,0,0
"601","Marion","MARI-02","T1",18,"lagoon","flat",0,3,0,2,5,0
"602","Marion","MARI-02","T4",38,"lagoon","flat",1,11,0,0,0,0
"603","Marion","MARI-02","T5",41,"lagoon","flat",1,5,0,1,0,0
"604","Marion","MARI-02","T6",43,"lagoon","flat",1,2,1,0,1,0
"605","Marion","MARI-02","T7",44,"lagoon","flat",2,3,1,4,0,2
"606","Marion","MARI-02","T8",44,"lagoon","flat",2,0,0,0,0,0
"607","Marion","MARI-02","T9",44,"lagoon","flat",2,6,0,0,1,1
"608","Marion","MARI-02","T10",45,"lagoon","flat",2,4,2,2,0,5
"609","Marion","MARI-02","T11",46,"lagoon","flat",2,0,0,1,0,0
"610","Marion","MARI-02","T12",46,"lagoon","flat",2,1,2,2,0,6
"611","Saumarez","SAUM-02","T5",22.2,"lagoon","flat",0,0,0,0,0,0
"612","Saumarez","SAUM-02","T6",23.1,"lagoon","flat",0,0,0,0,0,0
"613","Ashmore","ASHM-01","T1",31,"outer_slope","moderate_slope",4,8,0,1,1,11
"614","Ashmore","ASHM-01","T2",37,"outer_slope","gentle_slope",3,7,0,0,0,1
"615","Ashmore","ASHM-01","T3",38,"outer_slope","gentle_slope",3,7,0,0,0,0
"616","Ashmore","ASHM-01","T4",55,"outer_slope","gentle_slope",1,0,0,0,0,0
"617","Ashmore","ASHM-01","T5",53,"outer_slope","gentle_slope",1,0,0,0,0,0
"618","Ashmore","ASHM-01","T6",55,"outer_slope","flat",0,0,0,0,0,0
"619","Ashmore","ASHM-01","T7",49,"outer_slope","flat",1,1,0,0,0,0
"620","Ashmore","ASHM-01","T8",43,"outer_slope","moderate_slope",4,6,0,0,0,0
"621","Ashmore","ASHM-01","T9",52,"outer_slope","gentle_slope",1,0,0,0,0,0
"622","Ashmore","ASHM-02","T1",65,"outer_slope","gentle_slope",0,2,0,0,0,0
"623","Ashmore","ASHM-02","T3",58,"outer_slope","flat",1,0,0,0,0,0
"624","Ashmore","ASHM-02","T4",53,"outer_slope","flat",1,0,0,0,0,0
"625","Ashmore","ASHM-02","T5",47,"outer_slope","flat",0,0,0,0,0,0
"626","Ashmore","ASHM-02","T6",42,"outer_slope","gentle_slope",0,0,0,0,0,0
"627","Ashmore","ASHM-02","T7",37,"outer_slope","wall",2,2,1,3,0,1
"628","Ashmore","ASHM-03","T1",73.2,"outer_slope","gentle_slope",3,0,0,0,0,0
"629","Ashmore","ASHM-03","T2",65,"outer_slope","gentle_slope",2,0,0,0,0,0
"630","Ashmore","ASHM-04","T1",52,"outer_slope","moderate_slope",1,6,0,0,0,0
"631","Ashmore","ASHM-04","T2",45,"outer_slope","steep_slope",2,6,0,4,2,5
"632","Ashmore","ASHM-04","T3",42,"outer_slope","steep_slope",3,9,0,2,0,1
"633","Ashmore","ASHM-04","T4",38,"outer_slope","steep_slope",3,10,0,1,0,0
"634","Ashmore","ASHM-04","T5",32,"outer_slope","moderate_slope",3,10,0,2,0,0
"635","Ashmore","ASHM-04","T6",20,"outer_slope","gentle_slope",4,8,0,0,0,0
"636","Ashmore","ASHM-04","T7",17.5,"outer_slope","gentle_slope",4,4,0,0,0,0
"637","Boot","BOOT-01","T1",67,"outer_slope","moderate_slope",3,1,0,0,0,3
"638","Boot","BOOT-01","T2",57,"outer_slope","steep_slope",3,0,0,1,0,2
"639","Chilcott","CHIL-01","T1",36.5,"lagoon","flat",1,0,0,0,0,0
"640","Osprey","OSPR-02","T4",90.6,"outer_slope","wall",3,0,0,0,0,0
"641","Hermit Crab Islet","HERM-01","T1",49.4,"lagoon","flat",0,0,0,0,0,0
"642","South Diamond","SDIA-02","T11",73.5,"outer_slope","gentle_slope",1,0,0,0,0,0
"643","Saumarez","SAUM-02","T2",20.4,"lagoon","flat",0,0,0,0,0,0
"644","Saumarez","SAUM-02","T3",21.1,"lagoon","flat",1,0,0,0,0,0
"645","Saumarez","SAUM-02","T4",21.5,"lagoon","flat",1,0,0,0,0,0
"646","Ashmore","ASHM-02","T2",67.5,"outer_slope","flat",0,0,0,0,0,0
"647","Boot","BOOT-01","T3",47,"outer_slope","moderate_slope",3,0,0,0,0,0
